epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1222.67,0.61464,0.47424,0.98678,0.6091,0.04082,0.03879,0.02448,1.74345,5.09219,1.26041,0.000779,0.000779,0.000779
187,1229.29,0.66091,0.48339,1.01914,0.60413,0.04082,0.03876,0.02442,1.73775,5.30431,1.22624,0.0007724,0.0007724,0.0007724
188,1235.84,0.64827,0.49425,1.01682,0.60127,0.04082,0.0388,0.02311,1.81512,5.63595,1.21569,0.0007658,0.0007658,0.0007658
189,1242.36,0.63543,0.46607,0.99436,0.59911,0.04082,0.0388,0.0231,1.83553,5.57406,1.24232,0.0007592,0.0007592,0.0007592
190,1248.95,0.67075,0.48258,1.01801,0.58621,0.04082,0.03894,0.02313,1.82676,4.47077,1.29117,0.0007526,0.0007526,0.0007526
191,1255.53,0.60052,0.4502,0.974,0.59368,0.04082,0.031,0.01508,1.83823,3.4302,1.28303,0.000746,0.000746,0.000746
192,1262.18,0.65564,0.48086,1.02722,0.59224,0.04082,0.03124,0.0169,1.78784,3.20316,1.24385,0.0007394,0.0007394,0.0007394
193,1268.73,0.66036,0.47216,1.02756,0.48242,0.04082,0.0312,0.01698,1.76324,3.42922,1.24031,0.0007328,0.0007328,0.0007328
194,1275.29,0.6434,0.46794,0.9948,0.35527,0.04082,0.03431,0.02158,1.54785,3.57416,1.19331,0.0007262,0.0007262,0.0007262
195,1281.9,0.62432,0.46979,1.00247,0.34799,0.04082,0.03512,0.02557,1.34112,3.14485,1.13499,0.0007196,0.0007196,0.0007196
196,1288.56,0.63578,0.474,1.0275,0.36521,0.04082,0.03536,0.02832,1.2337,2.9523,1.10921,0.000713,0.000713,0.000713
197,1295.13,0.69932,0.48412,1.03234,0.36999,0.04082,0.0353,0.02827,1.25167,2.941,1.11819,0.0007064,0.0007064,0.0007064
198,1301.72,0.65793,0.48695,1.03109,0.36602,0.04082,0.03416,0.02731,1.33624,3.09028,1.15228,0.0006998,0.0006998,0.0006998
199,1308.34,0.6506,0.47712,1.01439,0.41423,0.04082,0.03612,0.02829,1.41274,3.0176,1.18962,0.0006932,0.0006932,0.0006932
200,1314.95,0.68247,0.46458,1.01641,0.71752,0.04082,0.04665,0.03116,1.45863,2.83173,1.21585,0.0006866,0.0006866,0.0006866
201,1321.49,0.62858,0.47066,0.99858,0.7692,0.04082,0.04648,0.03104,1.46419,2.81087,1.22287,0.00068,0.00068,0.00068
202,1328.09,0.59711,0.44897,0.9813,0.64032,0.04082,0.0462,0.03085,1.53075,3.01897,1.24644,0.0006734,0.0006734,0.0006734
203,1334.68,0.5849,0.43067,0.9693,0.62554,0.04082,0.03962,0.02485,1.52298,3.34063,1.23809,0.0006668,0.0006668,0.0006668
204,1341.31,0.59971,0.44565,0.97188,0.63239,0.04082,0.03921,0.02865,1.48068,3.39256,1.22639,0.0006602,0.0006602,0.0006602
205,1347.88,0.61528,0.43946,0.99793,0.63331,0.04082,0.03919,0.02863,1.5096,3.47773,1.23174,0.0006536,0.0006536,0.0006536
206,1354.48,0.59491,0.44719,0.97488,0.63486,0.04082,0.03915,0.02604,1.59254,3.69333,1.25845,0.000647,0.000647,0.000647
207,1361.08,0.53165,0.41634,0.95995,0.6385,0.04082,0.0393,0.02615,1.6677,3.5039,1.29017,0.0006404,0.0006404,0.0006404
208,1367.67,0.59648,0.43971,0.99075,0.64348,0.04082,0.03969,0.02641,1.67032,3.24409,1.30228,0.0006338,0.0006338,0.0006338
209,1374.24,0.594,0.43209,0.97411,0.64388,0.04082,0.03985,0.02651,1.66457,3.24945,1.30264,0.0006272,0.0006272,0.0006272
210,1380.84,0.59572,0.43676,0.96793,0.64311,0.04082,0.03998,0.02522,1.6776,3.44296,1.31501,0.0006206,0.0006206,0.0006206
211,1387.4,0.59684,0.42854,0.97734,0.64113,0.04082,0.04,0.02523,1.69935,3.50543,1.32846,0.000614,0.000614,0.000614
212,1393.95,0.55924,0.42445,0.98477,0.64028,0.04082,0.03107,0.01814,1.70654,3.45974,1.32933,0.0006074,0.0006074,0.0006074
213,1400.59,0.56681,0.44061,0.96864,0.64225,0.04082,0.03112,0.01817,1.70028,3.40413,1.32067,0.0006008,0.0006008,0.0006008
214,1407.2,0.58917,0.4436,1.02225,0.64608,0.04082,0.03141,0.01967,1.64913,3.17858,1.29418,0.0005942,0.0005942,0.0005942
215,1413.81,0.56303,0.44833,0.96606,0.6434,0.04082,0.04068,0.02832,1.54866,2.996,1.25664,0.0005876,0.0005876,0.0005876
